,folder,filename,filepath,source,size,segmented,objectType,pose,truncated,difficult,bndbox,bndbox_img
10,toyota,112.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\112.jpg,Unknown,"[519, 353, 3]",0,toyota,Unspecified,0,0,"[135, 105, 400, 250]","[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [255 255 255]
  [249 249 249]]

 [[235 235 235]
  [235 235 235]
  [236 236 236]
  ...
  [237 237 237]
  [239 239 239]
  [242 242 242]]

 [[236 236 236]
  [236 236 236]
  [232 232 232]
  ...
  [235 235 235]
  [233 233 233]
  [240 240 240]]

 ...

 [[235 235 235]
  [235 235 235]
  [232 232 232]
  ...
  [233 233 233]
  [235 235 235]
  [241 241 241]]

 [[252 252 252]
  [252 252 252]
  [252 252 252]
  ...
  [252 252 252]
  [253 253 253]
  [246 246 246]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 254 254]
  [254 254 254]
  [250 250 250]]]"
11,toyota,113.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\113.jpg,Unknown,"[486, 370, 3]",0,toyota,Unspecified,0,0,"[116, 140, 187, 211]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 4 5]
  [0 1 5]
  [5 0 5]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
12,toyota,114.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\114.jpg,Unknown,"[512, 392, 3]",0,toyota,Unspecified,0,0,"[50, 54, 190, 190]","[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [253 253 253]
  ...
  [253 253 253]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [253 253 253]
  ...
  [253 253 253]
  [254 254 254]
  [254 254 254]]]"
13,toyota,115.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\115.jpg,Unknown,"[492, 354, 3]",0,toyota,Unspecified,0,0,"[110, 131, 199, 238]","[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
14,toyota,116.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\116.jpg,Unknown,"[502, 356, 3]",0,toyota,Unspecified,0,0,"[94, 80, 200, 172]","[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]]"
15,toyota,119.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\119.jpg,Unknown,"[487, 397, 3]",0,toyota,Unspecified,0,0,"[268, 13, 419, 207]","[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
16,toyota,121.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\121.jpg,Unknown,"[510, 389, 3]",0,toyota,Unspecified,0,0,"[129, 118, 397, 283]","[[[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [245 245 245]
  [244 244 244]
  [244 244 244]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [234 234 234]
  [252 252 252]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [234 234 234]
  [235 235 235]
  [251 251 251]]

 ...

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [253 253 253]
  [254 254 254]
  [237 237 237]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [254 254 254]
  [237 237 237]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [254 254 254]
  [237 237 237]]]"
17,toyota,124.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\124.jpg,Unknown,"[524, 366, 3]",0,toyota,Unspecified,1,0,"[36, 44, 450, 250]","[[[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 ...

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]]"
18,toyota,127.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\127.jpg,Unknown,"[508, 359, 3]",0,toyota,Unspecified,0,0,"[277, 47, 463, 219]","[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
19,toyota,13.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\13.jpg,Unknown,"[518, 382, 3]",0,toyota,Unspecified,0,0,"[51, 60, 212, 210]","[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [251 251 251]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [251 251 251]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
20,toyota,139.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\139.jpg,Unknown,"[509, 376, 3]",0,toyota,Unspecified,0,0,"[80, 139, 180, 233]","[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]]"
21,toyota,14.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\14.jpg,Unknown,"[499, 363, 3]",0,toyota,Unspecified,0,0,"[264, 16, 430, 202]","[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]]"
22,toyota,150.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\150.jpg,Unknown,"[492, 370, 3]",0,toyota,Unspecified,0,0,"[121, 50, 350, 200]","[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[246 246 246]
  [241 247 249]
  [249 243 255]
  ...
  [254 241 251]
  [247 244 250]
  [240 249 248]]

 [[246 246 246]
  [244 247 245]
  [252 244 242]
  ...
  [245 246 250]
  [249 244 248]
  [245 246 248]]

 [[246 246 246]
  [247 246 243]
  [246 247 241]
  ...
  [236 251 246]
  [251 244 246]
  [252 242 248]]]"
23,toyota,151.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\151.jpg,Unknown,"[508, 377, 3]",0,toyota,Unspecified,0,0,"[180, 11, 340, 150]","[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[245 255 255]
  [243 255 255]
  [243 255 255]
  ...
  [250 255 254]
  [251 255 255]
  [254 254 254]]

 [[255 246 254]
  [255 250 255]
  [254 251 255]
  ...
  [255 247 255]
  [243 255 255]
  [254 255 255]]

 [[251 250 255]
  [251 252 255]
  [249 253 255]
  ...
  [255 245 255]
  [253 248 255]
  [253 254 255]]]"
24,toyota,157.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\157.jpg,Unknown,"[513, 383, 3]",0,toyota,Unspecified,0,0,"[110, 146, 200, 248]","[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
25,toyota,161.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\161.jpg,Unknown,"[499, 396, 3]",0,toyota,Unspecified,0,0,"[120, 127, 373, 259]","[[[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]

 ...

 [[233 233 233]
  [234 234 234]
  [237 237 237]
  ...
  [237 237 237]
  [237 237 237]
  [237 237 237]]

 [[233 233 233]
  [236 236 236]
  [234 234 234]
  ...
  [234 234 234]
  [234 234 234]
  [234 234 234]]

 [[235 235 235]
  [235 235 235]
  [235 235 235]
  ...
  [235 235 235]
  [235 235 235]
  [235 235 235]]]"
26,toyota,162.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\162.jpg,Unknown,"[494, 387, 3]",0,toyota,Unspecified,0,0,"[140, 27, 350, 160]","[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
27,toyota,168.jpg,G:\Users\Alex\Desktop\Classes\CSE 498 - Computer Vision\Project\Outdated Dataset\Dataset\Toyota\168.jpg,Unknown,"[488, 395, 3]",0,toyota,Unspecified,0,0,"[250, 50, 461, 232]","[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
