,filename,bndbox_img,objectType,label
10,<xml.etree.ElementTree.ElementTree object at 0x000001A620038D60>,"[[0.0961223  0.0929948  0.0889982  ... 0.07349798 0.0731716  0.06898118]
 [0.09255087 0.09307608 0.09995672 ... 0.06902074 0.07771942 0.07706434]
 [0.10070046 0.09220183 0.09155529 ... 0.07669634 0.07881236 0.08126738]
 ...
 [0.38587541 0.38738726 0.38832639 ... 0.49639892 0.44882489 0.39164827]
 [0.333253   0.33300165 0.3455129  ... 0.35977841 0.35423244 0.33645658]
 [0.44223143 0.49848394 0.41798424 ... 0.35217934 0.3368382  0.33675692]]",Mercedes,1
11,<xml.etree.ElementTree.ElementTree object at 0x000001A61FC89F10>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
12,<xml.etree.ElementTree.ElementTree object at 0x000001A620134340>,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",Mercedes,1
13,<xml.etree.ElementTree.ElementTree object at 0x000001A6200633D0>,"[[0.82068627 0.82068627 0.81953738 ... 0.77194588 0.77194588 0.76433252]
 [0.82068627 0.82068627 0.82168199 ... 0.76802431 0.76802431 0.7639036 ]
 [0.81831189 0.82214154 0.82237132 ... 0.76448571 0.76287725 0.7693264 ]
 ...
 [0.78371059 0.79155373 0.78224    ... 0.75871059 0.75648939 0.75405373]
 [0.78763216 0.79081843 0.77732272 ... 0.75160275 0.75552431 0.75331843]
 [0.78371059 0.78371059 0.7824851  ... 0.75625961 0.75625961 0.75601451]]",Mercedes,1
14,<xml.etree.ElementTree.ElementTree object at 0x000001A620063640>,"[[0.02577647 0.02577647 0.02577647 ... 0.02382706 0.01990549 0.02382706]
 [0.02782647 0.02577647 0.02577647 ... 0.02382706 0.02382706 0.02382706]
 [0.02816388 0.02597647 0.02597647 ... 0.02812268 0.02812268 0.02425809]
 ...
 [0.60081615 0.59793343 0.59085623 ... 0.51866427 0.49549094 0.47951447]
 [0.57833802 0.59041754 0.57719975 ... 0.28968145 0.26207509 0.21450794]
 [0.57100821 0.5825744  0.57470156 ... 0.01203472 0.00811315 0.01549878]]",Mercedes,1
15,<xml.etree.ElementTree.ElementTree object at 0x000001A620134190>,"[[0.2824554  0.25925961 0.26192541 ... 0.20606056 0.18281828 0.17775787]
 [0.26119815 0.27047381 0.2541433  ... 0.19063314 0.18893448 0.1899665 ]
 [0.26747941 0.27174249 0.28390931 ... 0.21250314 0.19759544 0.1970856 ]
 ...
 [0.25851904 0.24938288 0.26096475 ... 0.18986057 0.17798832 0.18859506]
 [0.26660527 0.2421191  0.24789354 ... 0.17666404 0.18223752 0.18737457]
 [0.24532756 0.24832796 0.25365384 ... 0.18672056 0.19316314 0.17538353]]",Mercedes,1
16,<xml.etree.ElementTree.ElementTree object at 0x000001A6201345E0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
17,<xml.etree.ElementTree.ElementTree object at 0x000001A61FB92250>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
18,<xml.etree.ElementTree.ElementTree object at 0x000001A61FB928B0>,"[[0.99215686 0.99215686 0.99215686 ... 0.99215686 0.99215686 0.99215686]
 [0.99215686 0.99215686 0.99215686 ... 0.99215686 0.99215686 0.99215686]
 [0.99215686 0.99215686 0.99215686 ... 0.99215686 0.99215686 0.99215686]
 ...
 [0.99215686 0.99215686 0.99215686 ... 0.99215686 0.99215686 0.99215686]
 [0.99215686 0.99215686 0.99215686 ... 0.99215686 0.99215686 0.99215686]
 [0.99215686 0.99215686 0.99215686 ... 0.99215686 0.99215686 0.99215686]]",Mercedes,1
19,<xml.etree.ElementTree.ElementTree object at 0x000001A61FB92850>,"[[0.88293333 0.88293333 0.88293333 ... 0.29833726 0.16361794 0.11420672]
 [0.88293333 0.88293333 0.88293333 ... 0.29818252 0.16139986 0.11363508]
 [0.87901176 0.87901176 0.87901176 ... 0.29419201 0.15526022 0.11325399]
 ...
 [0.61067255 0.61132688 0.61123804 ... 0.32657184 0.35977003 0.3625851 ]
 [0.61067255 0.61176378 0.61237599 ... 0.34277113 0.35699189 0.36211647]
 [0.61067255 0.61283249 0.61515961 ... 0.36933973 0.35786176 0.36215961]]",Mercedes,1
20,<xml.etree.ElementTree.ElementTree object at 0x000001A61FB92AC0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
21,<xml.etree.ElementTree.ElementTree object at 0x000001A61E419790>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
22,<xml.etree.ElementTree.ElementTree object at 0x000001A61E419490>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
23,<xml.etree.ElementTree.ElementTree object at 0x000001A61E4193A0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
24,<xml.etree.ElementTree.ElementTree object at 0x000001A61E419820>,"[[0.90790706 0.90790706 0.91121588 ... 0.82280118 0.82243353 0.81887961]
 [0.90790706 0.90790706 0.91121588 ... 0.82280118 0.82268054 0.82151441]
 [0.90790706 0.90790706 0.91121588 ... 0.82430049 0.82280118 0.82280118]
 ...
 [0.82065657 0.82260012 0.82430049 ... 0.92904676 0.92500265 0.9178948 ]
 [0.81887961 0.82243353 0.82280118 ... 0.93190943 0.92677961 0.91967176]
 [0.81887961 0.82243353 0.82280118 ... 0.93413255 0.92677961 0.91967176]]",Mercedes,1
25,<xml.etree.ElementTree.ElementTree object at 0x000001A61E419AC0>,"[[0.91967176 0.91967176 0.91967176 ... 0.82280118 0.82203962 0.81887961]
 [0.91967176 0.91967176 0.91967176 ... 0.82280118 0.82265329 0.82203962]
 [0.91967176 0.91967176 0.91967176 ... 0.82459504 0.82280118 0.82280118]
 ...
 [0.82280118 0.82280118 0.82459504 ... 0.85323269 0.8462838  0.85046658]
 [0.82203962 0.82265329 0.82280118 ... 0.84883704 0.84174026 0.84744662]
 [0.81887961 0.82203962 0.82280118 ... 0.86361434 0.85376665 0.85692667]]",Mercedes,1
26,<xml.etree.ElementTree.ElementTree object at 0x000001A61E419250>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
27,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DF40>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
28,<xml.etree.ElementTree.ElementTree object at 0x000001A61E419C40>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
29,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DEE0>,"[[0.95686275 0.97463235 0.97316176 ... 0.95661765 0.97794118 0.99215686]
 [0.94040616 0.95817577 0.97336747 ... 0.96566877 0.96323311 0.96253501]
 [0.92864146 0.94380909 0.97161239 ... 0.97377232 0.95359769 0.93963585]
 ...
 [0.99110644 0.9783504  0.954519   ... 0.95080313 0.97361695 0.99138655]
 [0.98823529 0.99832589 0.97065389 ... 0.94667367 0.98165923 1.        ]
 [0.98823529 0.99534314 0.97291667 ... 0.94338235 0.97867647 1.        ]]",Mercedes,1
30,<xml.etree.ElementTree.ElementTree object at 0x000001A61E4197F0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
31,<xml.etree.ElementTree.ElementTree object at 0x000001A61E419640>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
32,<xml.etree.ElementTree.ElementTree object at 0x000001A61E419FA0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
33,<xml.etree.ElementTree.ElementTree object at 0x000001A61E419940>,"[[0.78435843 0.78570647 0.78791235 ... 0.80180412 0.80401    0.80535804]
 [0.78435843 0.78570647 0.78791235 ... 0.80180412 0.80401    0.80535804]
 [0.78435843 0.78570647 0.78791235 ... 0.8044061  0.80499696 0.80535804]
 ...
 [0.82028532 0.82127228 0.8228873  ... 0.89124783 0.89286285 0.8938498 ]
 [0.82356431 0.82345661 0.82328038 ... 0.8938498  0.8938498  0.8938498 ]
 [0.82569412 0.82502401 0.82392746 ... 0.8938498  0.8938498  0.8938498 ]]",Mercedes,1
34,<xml.etree.ElementTree.ElementTree object at 0x000001A61E4195E0>,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [0.96918768 0.96967787 0.97128852 ... 1.         1.         1.        ]
 [0.97254902 0.97328431 0.975      ... 1.         1.         1.        ]
 [0.97254902 0.97426471 0.97696078 ... 1.         1.         1.        ]]",Mercedes,1
35,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DAC0>,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 0.99819459 0.99695159 0.99607843]
 [1.         1.         1.         ... 0.99632353 0.99607843 0.99607843]
 [1.         1.         1.         ... 0.99632353 0.99607843 0.99607843]]",Mercedes,1
36,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DD00>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
37,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DC70>,"[[0.58241686 0.58241686 0.58241686 ... 0.57233373 0.57233373 0.57233373]
 [0.58241686 0.58241686 0.58241686 ... 0.57233373 0.57233373 0.57233373]
 [0.58241686 0.58241686 0.58241686 ... 0.57233373 0.57233373 0.57233373]
 ...
 [0.59418157 0.59418157 0.59418157 ... 0.57568196 0.57568196 0.57568196]
 [0.59418157 0.59418157 0.59418157 ... 0.57568196 0.57568196 0.57568196]
 [0.59418157 0.59418157 0.59418157 ... 0.57568196 0.57568196 0.57568196]]",Mercedes,1
38,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DE50>,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [0.344993   0.33669718 0.253739   ... 0.71984169 0.97453106 1.        ]
 [0.27410714 0.26706808 0.19667742 ... 0.69631415 0.94532    0.97022059]
 [0.17647059 0.17282913 0.13641457 ... 0.67422969 0.89551821 0.91764706]]",Mercedes,1
39,<xml.etree.ElementTree.ElementTree object at 0x000001A62010D880>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
40,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DF70>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
41,<xml.etree.ElementTree.ElementTree object at 0x000001A62010D1F0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
42,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DD60>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
43,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DF10>,"[[0.99356353 0.99356353 0.99356353 ... 0.99356353 0.99356353 0.99356353]
 [0.99356353 0.99356353 0.99356353 ... 0.99356353 0.99356353 0.99356353]
 [0.99356353 0.99356353 0.99356353 ... 0.99356353 0.99356353 0.99356353]
 ...
 [0.99159137 0.99159137 0.99159137 ... 0.97470535 0.97365024 0.9732493 ]
 [0.99159137 0.99159137 0.99159137 ... 0.95807245 0.95695481 0.95653011]
 [0.99159137 0.99159137 0.99159137 ... 0.94901961 0.94901961 0.94901961]]",Mercedes,1
44,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DB50>,"[[0.99916667 0.99916667 0.99916667 ... 1.         1.         1.        ]
 [0.99916667 0.99916667 0.99916667 ... 1.         1.         1.        ]
 [0.99916667 0.99916667 0.99916667 ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]]",Mercedes,1
45,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DDF0>,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",Mercedes,1
46,<xml.etree.ElementTree.ElementTree object at 0x000001A62010DAF0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
47,<xml.etree.ElementTree.ElementTree object at 0x000001A62010D640>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
48,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB0790>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
49,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB04C0>,"[[0.08627451 0.08627451 0.08627451 ... 0.08627451 0.08627451 0.08627451]
 [0.0879902  0.0879902  0.0879902  ... 0.0879902  0.0879902  0.0879902 ]
 [0.09019608 0.09019608 0.09019608 ... 0.09019608 0.09019608 0.09019608]
 ...
 [0.4247549  0.41755734 0.42867209 ... 0.40627845 0.4089789  0.45122549]
 [0.46544118 0.43962382 0.42850578 ... 0.4398339  0.43611257 0.47303922]
 [0.49803922 0.45798319 0.43061975 ... 0.4672619  0.45765056 0.49019608]]",Mercedes,1
50,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB08E0>,"[[0.45133059 0.45310707 0.45411333 ... 0.7518549  0.75187389 0.75190742]
 [0.45133059 0.45310707 0.45411333 ... 0.75194986 0.75337356 0.75577647]
 [0.45133059 0.45310707 0.45411333 ... 0.75432269 0.75577647 0.75577647]
 ...
 [0.73224706 0.73224706 0.73370084 ... 0.92522235 0.92664042 0.92914392]
 [0.73224706 0.73464997 0.73607367 ... 0.92522235 0.92664042 0.92914392]
 [0.73224706 0.73475056 0.73616863 ... 0.92522235 0.92664042 0.92914392]]",Mercedes,1
51,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB03D0>,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [0.24336485 0.32099605 0.52528871 ... 1.         1.         1.        ]
 [0.11053922 0.17191001 0.33341211 ... 1.         1.         1.        ]
 [0.02745098 0.07002801 0.18207283 ... 1.         1.         1.        ]]",Mercedes,1
52,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB09D0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
53,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB09A0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
54,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB0370>,"[[0.63769657 0.6247807  0.61327636 ... 0.5674698  0.5707086  0.57139137]
 [0.63333592 0.62401853 0.61338938 ... 0.56678703 0.57002583 0.5707086 ]
 [0.62915658 0.62060121 0.61506345 ... 0.56241028 0.56564908 0.56633185]
 ...
 [0.51441658 0.51417635 0.51222907 ... 0.3268806  0.31979339 0.31084176]
 [0.51753848 0.51810238 0.52057915 ... 0.32473176 0.31731434 0.30856084]
 [0.51870134 0.52113401 0.5243728  ... 0.32099496 0.31337941 0.30462591]]",Mercedes,1
55,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB0820>,"[[1.         0.99907213 0.99714636 ... 1.         1.         1.        ]
 [1.         0.99907213 0.99714636 ... 1.         1.         1.        ]
 [1.         0.99907213 0.99714636 ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]]",Mercedes,1
56,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB02E0>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
57,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB06A0>,"[[1.         1.         1.         ... 0.99607843 0.99607843 0.99607843]
 [1.         1.         1.         ... 0.99462535 0.99462535 0.99462535]
 [1.         1.         1.         ... 0.99234944 0.99234944 0.99234944]
 ...
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]]",Mercedes,1
58,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB0D00>,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 0.99910714 0.99910714 0.99910714]
 [1.         1.         1.         ... 0.99607843 0.99607843 0.99607843]]",Mercedes,1
59,<xml.etree.ElementTree.ElementTree object at 0x000001A61FAB0C10>,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",Mercedes,1
